locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDAINPC_04166	CDS	1185	atsB	1.1.98.7		Serine-type anaerobic sulfatase-maturating enzyme
MLDAINPC_04167	CDS	684	malT_1			HTH-type transcriptional regulator MalT
MLDAINPC_04168	CDS	558				hypothetical protein
MLDAINPC_04169	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
MLDAINPC_04170	CDS	375				hypothetical protein
MLDAINPC_04171	CDS	1302	puuB	1.4.3.-	COG0665	Gamma-glutamylputrescine oxidoreductase
MLDAINPC_04172	CDS	1485	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MLDAINPC_04173	CDS	381	iraD		COG3518	Anti-adapter protein IraD
MLDAINPC_04174	CDS	486	hcp1_3			Protein hcp1
MLDAINPC_04175	CDS	924	pgdA	3.5.1.-		Peptidoglycan deacetylase
MLDAINPC_04176	CDS	879	mtnU	3.5.1.111	COG0388	2-oxoglutaramate amidase
MLDAINPC_04177	CDS	1305	exuT_2		COG2271	Hexuronate transporter
MLDAINPC_04178	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
MLDAINPC_04179	CDS	1473	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MLDAINPC_04180	CDS	1413	uxaC	5.3.1.12		Uronate isomerase
MLDAINPC_04181	CDS	1059				hypothetical protein
MLDAINPC_04182	CDS	1857	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
MLDAINPC_04183	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MLDAINPC_04184	CDS	711				hypothetical protein
MLDAINPC_04185	CDS	1053	molA		COG0614	Molybdate-binding protein MolA
MLDAINPC_04186	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
MLDAINPC_04187	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
MLDAINPC_04188	CDS	489	hybE		COG1773	Hydrogenase-2 operon protein HybE
MLDAINPC_04189	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
MLDAINPC_04190	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
MLDAINPC_04191	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
MLDAINPC_04192	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MLDAINPC_04193	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
MLDAINPC_04194	CDS	288				hypothetical protein
MLDAINPC_04195	CDS	1644				hypothetical protein
MLDAINPC_04196	CDS	495				hypothetical protein
MLDAINPC_04197	CDS	504				hypothetical protein
MLDAINPC_04198	CDS	411				hypothetical protein
MLDAINPC_04199	CDS	405				hypothetical protein
MLDAINPC_04200	CDS	885	yghA	1.-.-.-	COG1028	putative oxidoreductase YghA
MLDAINPC_04201	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
MLDAINPC_04202	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
MLDAINPC_04203	CDS	138				hypothetical protein
MLDAINPC_04204	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MLDAINPC_04205	CDS	660	yghB		COG0586	Inner membrane protein YghB
MLDAINPC_04206	CDS	918	yqhC		COG2207	HTH-type transcriptional regulator YqhC
MLDAINPC_04207	CDS	1164	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
MLDAINPC_04208	CDS	828	dkgA	1.1.1.-	COG0656	Methylglyoxal reductase DkgA
MLDAINPC_04209	CDS	1455	yflS		COG0471	Putative malate transporter YflS
MLDAINPC_04210	CDS	456				hypothetical protein
MLDAINPC_04211	CDS	195				hypothetical protein
MLDAINPC_04212	CDS	2172				hypothetical protein
MLDAINPC_04213	CDS	984			COG1638	Solute-binding protein
MLDAINPC_04214	CDS	483				hypothetical protein
MLDAINPC_04215	CDS	1308	dctMQ_2		COG1593	Isethionate TRAP transporter permease protein DctMQ
MLDAINPC_04216	CDS	1413	ftsP		COG2132	Cell division protein FtsP
MLDAINPC_04217	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MLDAINPC_04218	CDS	2259	parC			DNA topoisomerase IV subunit A ParC
MLDAINPC_04219	CDS	867				putative HTH-type transcriptional regulator
MLDAINPC_04220	CDS	393	ygiW_2		COG3111	Protein YgiW
MLDAINPC_04221	CDS	660	qseB		COG0745	Transcriptional regulatory protein QseB
MLDAINPC_04222	CDS	1350	qseC_2	2.7.13.3	COG0642	Sensor protein QseC
MLDAINPC_04223	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MLDAINPC_04224	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
MLDAINPC_04225	CDS	1893	parE			DNA topoisomerase IV subunit B ParE
MLDAINPC_04226	CDS	582				hypothetical protein
MLDAINPC_04227	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MLDAINPC_04228	CDS	423				hypothetical protein
MLDAINPC_04229	CDS	633	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
MLDAINPC_04230	CDS	1470	tolC_2			Outer membrane protein TolC
MLDAINPC_04231	CDS	672				hypothetical protein
MLDAINPC_04232	CDS	1164	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MLDAINPC_04233	CDS	789	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
MLDAINPC_04234	CDS	774	zupT			Zinc transporter ZupT
MLDAINPC_04235	CDS	177	yqiD			Protein YqiD
MLDAINPC_04236	CDS	1797	astA_3	2.8.2.22		Arylsulfate sulfotransferase AssT
MLDAINPC_04237	CDS	672	dsbL		COG2761	Thiol:disulfide interchange protein DsbL
MLDAINPC_04238	CDS	678	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
MLDAINPC_04239	CDS	654	ribB	4.1.99.12		3,4-dihydroxy-2-butanone 4-phosphate synthase
MLDAINPC_04240	CDS	300	ubiK			Ubiquinone biosynthesis accessory factor UbiK
MLDAINPC_04241	CDS	204	glgS			Surface composition regulator
MLDAINPC_04242	CDS	621	yqiJ		COG1585	Inner membrane protein YqiJ
MLDAINPC_04243	CDS	1680	yqiK		COG2268	Flotillin family inner membrane protein YqiK
MLDAINPC_04244	CDS	1434	hldE		COG0615	Bifunctional protein HldE
MLDAINPC_04245	CDS	2844	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MLDAINPC_04246	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
MLDAINPC_04247	CDS	615				hypothetical protein
MLDAINPC_04248	CDS	1242	cca		COG0617	Multifunctional CCA protein
MLDAINPC_04249	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MLDAINPC_04250	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MLDAINPC_04251	CDS	612	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MLDAINPC_04252	CDS	1014	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
MLDAINPC_04253	CDS	216	rpsU			Small ribosomal subunit protein bS21
MLDAINPC_04254	CDS	1746	dnaG	2.7.7.101	COG0358	DNA primase
MLDAINPC_04255	CDS	1983	rpoD		COG0568	RNA polymerase sigma factor RpoD
MLDAINPC_04256	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MLDAINPC_04257	tRNA	76				tRNA-Met(cat)
MLDAINPC_04258	CDS	765				hypothetical protein
MLDAINPC_04259	CDS	186				hypothetical protein
MLDAINPC_04260	CDS	1701				hypothetical protein
MLDAINPC_04261	CDS	546				hypothetical protein
MLDAINPC_04262	CDS	726				hypothetical protein
MLDAINPC_04263	CDS	555				hypothetical protein
MLDAINPC_04264	CDS	2235				hypothetical protein
MLDAINPC_04265	CDS	588				hypothetical protein
MLDAINPC_04266	CDS	1185				hypothetical protein
MLDAINPC_04267	CDS	330				hypothetical protein
MLDAINPC_04268	CDS	1971				hypothetical protein
MLDAINPC_04269	CDS	258				hypothetical protein
MLDAINPC_04270	CDS	333				hypothetical protein
MLDAINPC_04271	CDS	342				hypothetical protein
MLDAINPC_04272	CDS	294				hypothetical protein
MLDAINPC_04273	CDS	456				hypothetical protein
MLDAINPC_04274	CDS	1128				hypothetical protein
MLDAINPC_04275	CDS	708				hypothetical protein
MLDAINPC_04276	CDS	507				hypothetical protein
MLDAINPC_04277	CDS	504				hypothetical protein
MLDAINPC_04278	CDS	702				hypothetical protein
MLDAINPC_04279	CDS	1023				hypothetical protein
MLDAINPC_04280	CDS	804				hypothetical protein
MLDAINPC_04281	CDS	1776				hypothetical protein
MLDAINPC_04282	CDS	1062				hypothetical protein
MLDAINPC_04283	CDS	270				hypothetical protein
MLDAINPC_04284	CDS	207				hypothetical protein
MLDAINPC_04285	CDS	2022				hypothetical protein
MLDAINPC_04286	CDS	861	dam_2	2.1.1.72	COG0338	DNA adenine methylase
MLDAINPC_04287	CDS	234				hypothetical protein
MLDAINPC_04288	CDS	402				hypothetical protein
MLDAINPC_04289	CDS	195				hypothetical protein
MLDAINPC_04290	CDS	228				hypothetical protein
MLDAINPC_04291	CDS	504				hypothetical protein
MLDAINPC_04292	CDS	222				hypothetical protein
MLDAINPC_04293	CDS	582				hypothetical protein
MLDAINPC_04294	CDS	567				hypothetical protein
MLDAINPC_04295	CDS	1038	xerC_5			Tyrosine recombinase XerC
MLDAINPC_04296	CDS	1782				hypothetical protein
MLDAINPC_04297	CDS	768	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
MLDAINPC_04298	CDS	645	yqjI		COG1695	Transcriptional regulator YqjI
MLDAINPC_04299	CDS	1566	trg_2		COG0840	Methyl-accepting chemotaxis protein III
MLDAINPC_04300	CDS	1521	aer		COG0840	Aerotaxis receptor
MLDAINPC_04301	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
MLDAINPC_04302	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
MLDAINPC_04303	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
MLDAINPC_04304	CDS	498	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MLDAINPC_04305	CDS	693				hypothetical protein
MLDAINPC_04306	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MLDAINPC_04307	CDS	969	alx		COG0861	Putative membrane-bound redox modulator Alx
MLDAINPC_04308	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
MLDAINPC_04309	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
MLDAINPC_04310	CDS	384	mzrA			Modulator protein MzrA
MLDAINPC_04311	CDS	369	yqjC		COG1422	Protein YqjC
MLDAINPC_04312	CDS	306	yqjD		COG4575	putative protein YqjD
MLDAINPC_04313	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
MLDAINPC_04314	CDS	300				hypothetical protein
MLDAINPC_04315	CDS	486	yqjF		COG2259	Inner membrane protein YqjF
MLDAINPC_04316	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
MLDAINPC_04317	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
MLDAINPC_04318	CDS	897	yhaJ_2		COG0583	HTH-type transcriptional regulator YhaJ
MLDAINPC_04319	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
MLDAINPC_04320	CDS	165				hypothetical protein
MLDAINPC_04321	CDS	1311				hypothetical protein
MLDAINPC_04322	CDS	1332	dlsT		COG0814	putative serine transporter
MLDAINPC_04323	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MLDAINPC_04324	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MLDAINPC_04325	CDS	1209	tdcD	2.7.2.15		Propionate kinase
MLDAINPC_04326	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MLDAINPC_04327	CDS	990	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
MLDAINPC_04328	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
MLDAINPC_04329	CDS	561				hypothetical protein
MLDAINPC_04330	CDS	1146	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
MLDAINPC_04331	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MLDAINPC_04332	CDS	771	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
MLDAINPC_04333	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
MLDAINPC_04334	CDS	948		2.7.1.101	COG0524	Tagatose kinase
MLDAINPC_04335	CDS	834				hypothetical protein
MLDAINPC_04336	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
MLDAINPC_04337	CDS	915	tagK	2.7.1.234	COG1105	D-tagatose-1-phosphate kinase
MLDAINPC_04338	CDS	1428	fruA_3		COG1299	PTS system fructose-specific EIIABC component
MLDAINPC_04339	CDS	807				hypothetical protein
MLDAINPC_04340	CDS	1272	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
MLDAINPC_04341	CDS	465	gatA		COG1762	PTS system galactitol-specific EIIA component
MLDAINPC_04342	CDS	285	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
MLDAINPC_04343	CDS	1374	gatC_2		COG3775	PTS system galactitol-specific EIIC component
MLDAINPC_04344	CDS	1044	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
MLDAINPC_04345	CDS	774	srlR_4		COG1349	Glucitol operon repressor
MLDAINPC_04346	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MLDAINPC_04347	CDS	2043	lpoA		COG3107	Penicillin-binding protein activator LpoA
MLDAINPC_04348	CDS	396				hypothetical protein
MLDAINPC_04349	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
MLDAINPC_04350	CDS	576	dolP			Outer membrane lipoprotein DolP
MLDAINPC_04351	CDS	636				hypothetical protein
MLDAINPC_04352	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
MLDAINPC_04353	CDS	444				hypothetical protein
MLDAINPC_04354	CDS	318				hypothetical protein
MLDAINPC_04355	CDS	504				hypothetical protein
MLDAINPC_04356	CDS	525	ubiT			Ubiquinone biosynthesis accessory factor UbiT
MLDAINPC_04357	CDS	996	ubiU		COG0826	Ubiquinone biosynthesis protein UbiU
MLDAINPC_04358	CDS	879	ubiV		COG0826	Ubiquinone biosynthesis protein UbiV
MLDAINPC_04359	CDS	1008				hypothetical protein
MLDAINPC_04360	CDS	720	yafK_2	2.-.-.-	COG3034	Putative L,D-transpeptidase YafK
MLDAINPC_04361	CDS	531				hypothetical protein
MLDAINPC_04362	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
MLDAINPC_04363	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MLDAINPC_04364	CDS	885	nlpI		COG4785	Lipoprotein NlpI
MLDAINPC_04365	CDS	2166	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
MLDAINPC_04366	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
MLDAINPC_04367	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MLDAINPC_04368	CDS	402	rbfA		COG0858	30S ribosome-binding factor
MLDAINPC_04369	CDS	2679	infB		COG0532	Translation initiation factor IF-2
MLDAINPC_04370	CDS	1503	nusA		COG0195	Transcription termination/antitermination protein NusA
MLDAINPC_04371	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
MLDAINPC_04372	tRNA	77				tRNA-Met(cat)
MLDAINPC_04373	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MLDAINPC_04374	CDS	1065				hypothetical protein
MLDAINPC_04375	tRNA	87				tRNA-Leu(gag)
MLDAINPC_04376	CDS	333	secG		COG1314	Protein-export membrane protein SecG
MLDAINPC_04377	CDS	1338	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
MLDAINPC_04378	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MLDAINPC_04379	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MLDAINPC_04380	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
MLDAINPC_04381	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
MLDAINPC_04382	CDS	477	greA		COG0782	Transcription elongation factor GreA
MLDAINPC_04383	CDS	102				hypothetical protein
MLDAINPC_04384	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
MLDAINPC_04385	CDS	1173	obg	3.6.5.-		GTPase Obg
MLDAINPC_04386	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
MLDAINPC_04387	CDS	258	rpmA		COG0211	Large ribosomal subunit protein bL27
MLDAINPC_04388	CDS	312	rplU		COG0261	Large ribosomal subunit protein bL21
MLDAINPC_04389	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MLDAINPC_04390	CDS	288				hypothetical protein
MLDAINPC_04391	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MLDAINPC_04392	CDS	294	ibaG		COG5007	Acid stress protein IbaG
MLDAINPC_04393	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
MLDAINPC_04394	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
MLDAINPC_04395	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
MLDAINPC_04396	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MLDAINPC_04397	CDS	813	mlaF	7.6.2.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
MLDAINPC_04398	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
MLDAINPC_04399	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MLDAINPC_04400	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
MLDAINPC_04401	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
MLDAINPC_04402	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
MLDAINPC_04403	CDS	726	lptB_1	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MLDAINPC_04404	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
MLDAINPC_04405	CDS	288	hpf_2		COG1544	Ribosome hibernation promoting factor
MLDAINPC_04406	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
MLDAINPC_04407	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
MLDAINPC_04408	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
MLDAINPC_04409	CDS	633	yrbL		COG0515	putative protein YrbL
MLDAINPC_04410	CDS	729	mtgA	2.4.99.28	COG0744	Biosynthetic peptidoglycan transglycosylase
MLDAINPC_04411	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
MLDAINPC_04412	CDS	2337	arcB	2.7.13.3	COG0784	Aerobic respiration control sensor protein ArcB
MLDAINPC_04413	CDS	930				hypothetical protein
MLDAINPC_04414	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MLDAINPC_04415	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
MLDAINPC_04416	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
MLDAINPC_04417	CDS	1254	codB		COG1457	Cytosine permease
MLDAINPC_04418	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
MLDAINPC_04419	CDS	468	nanQ_1		COG2731	N-acetylneuraminate anomerase NanQ
MLDAINPC_04420	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
MLDAINPC_04421	CDS	690	nanE2	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
MLDAINPC_04422	CDS	1491	nanT		COG2814	Sialic acid transporter NanT
MLDAINPC_04423	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
MLDAINPC_04424	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
MLDAINPC_04425	CDS	501	sspB		COG2969	Stringent starvation protein B
MLDAINPC_04426	CDS	639	sspA		COG0625	Stringent starvation protein A
MLDAINPC_04427	CDS	795				hypothetical protein
MLDAINPC_04428	CDS	393	rpsI			Small ribosomal subunit protein uS9
MLDAINPC_04429	CDS	429	rplM		COG0102	Large ribosomal subunit protein uL13
MLDAINPC_04430	CDS	1125	zapE		COG1485	Cell division protein ZapE
MLDAINPC_04431	CDS	399	zapG		COG3105	Z-ring associated protein G
MLDAINPC_04432	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
MLDAINPC_04433	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
MLDAINPC_04434	CDS	699	citG_4	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MLDAINPC_04435	CDS	1302	oadB1_3	7.2.4.2		Oxaloacetate decarboxylase beta chain 1
MLDAINPC_04436	CDS	1776	oadA_3	7.2.4.2		Oxaloacetate decarboxylase alpha chain
MLDAINPC_04437	CDS	255	oadG2_3	7.2.4.2		Oxaloacetate decarboxylase gamma chain 2
MLDAINPC_04438	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
MLDAINPC_04439	CDS	900	ttdA_2	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
MLDAINPC_04440	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
MLDAINPC_04441	CDS	666				hypothetical protein
MLDAINPC_04442	CDS	630				hypothetical protein
MLDAINPC_04443	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
MLDAINPC_04444	CDS	471	argR_2			Arginine repressor
MLDAINPC_04445	CDS	264				hypothetical protein
MLDAINPC_04446	CDS	267				hypothetical protein
MLDAINPC_04447	CDS	273	yhcO		COG2732	putative protein YhcO
MLDAINPC_04448	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
MLDAINPC_04449	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MLDAINPC_04450	CDS	204	aaeX			Protein AaeX
MLDAINPC_04451	CDS	930	aaeR_1		COG0583	HTH-type transcriptional activator AaeR
MLDAINPC_04452	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
MLDAINPC_04453	CDS	3801	yhdP		COG3164	Intermembrane phospholipid transporter YhdP
MLDAINPC_04454	CDS	1470	rng	3.1.26.-		Ribonuclease G
MLDAINPC_04455	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
MLDAINPC_04456	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
MLDAINPC_04457	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
MLDAINPC_04458	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
MLDAINPC_04459	CDS	1941	csrD		COG2199	RNase E specificity factor CsrD
MLDAINPC_04460	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
MLDAINPC_04461	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MLDAINPC_04462	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MLDAINPC_04463	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MLDAINPC_04464	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
MLDAINPC_04465	CDS	243	yhdT		COG3924	putative membrane protein YhdT
MLDAINPC_04466	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
MLDAINPC_04467	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MLDAINPC_04468	CDS	144				hypothetical protein
MLDAINPC_04469	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MLDAINPC_04470	CDS	297	fis		COG2901	DNA-binding protein Fis
MLDAINPC_04471	CDS	885	yhdJ	2.1.1.72	COG2189	DNA adenine methyltransferase YhdJ
MLDAINPC_04472	CDS	165				hypothetical protein
MLDAINPC_04473	CDS	2100	mucR_2	2.7.7.65		Bifunctional diguanylate cyclase/cyclic di-GMP phosphodiesterase MucR
MLDAINPC_04474	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
MLDAINPC_04475	CDS	1158	acrE		COG0845	Multidrug export protein AcrE
MLDAINPC_04476	CDS	3114	acrF			multidrug efflux RND transporter permease subunit AcrF
MLDAINPC_04477	CDS	222				hypothetical protein
MLDAINPC_04478	tRNA	76				tRNA-Thr(ggt)
MLDAINPC_04479	tRNA	76				tRNA-Glu(ttc)
MLDAINPC_04480	CDS	255				hypothetical protein
MLDAINPC_04481	CDS	555	yrdA		COG0663	Protein YrdA
MLDAINPC_04482	CDS	258				hypothetical protein
MLDAINPC_04483	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MLDAINPC_04484	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MLDAINPC_04485	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
MLDAINPC_04486	CDS	474	smg			Protein Smg
MLDAINPC_04487	CDS	1125				hypothetical protein
MLDAINPC_04488	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
MLDAINPC_04489	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MLDAINPC_04490	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MLDAINPC_04491	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
MLDAINPC_04492	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
MLDAINPC_04493	CDS	270				hypothetical protein
MLDAINPC_04494	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
MLDAINPC_04495	CDS	369				hypothetical protein
MLDAINPC_04496	CDS	384	rplQ		COG0203	Large ribosomal subunit protein bL17
